company_id,age_at_news,pos_sentiment,neg_sentiment
c:58650,50,0.3675,0.6325
c:58072,147,0.6355,0.3645
c:45352,4,0.8034,0.1966
c:53190,22,0.6964,0.3036
c:20640,8,0.0131,0.9869
c:34967,10,0.987,0.013000000000000001
c:24999,20,0.6629,0.3371
c:22447,29,0.8442,0.1558
c:45109,79,0.8439,0.1561
c:45109,79,0.9144,0.0856
c:54348,47,0.5503,0.4497
c:54348,47,0.9514,0.0486
c:15508,31,0.2414,0.7586
c:15508,31,0.6624,0.3376
c:53912,9,0.4718,0.5282
c:54187,114,0.8785,0.1215
c:48716,8,0.9912,0.0088
c:54106,4,0.2734,0.7266
c:38360,39,0.0505,0.9495
c:18887,23,0.9648,0.0352
c:53713,13,0.3729,0.6271
c:44199,17,0.9617,0.0383
c:10444,27,0.8625,0.1375
c:54113,20,0.7364,0.2636
c:22099,51,0.5348,0.4652
c:39573,69,0.86,0.14
c:26881,48,0.2153,0.7847
c:18382,32,0.8457,0.1543
c:30019,40,0.445,0.555
c:35836,17,0.2204,0.7796
c:34645,8,0.586,0.414
c:20299,34,0.2106,0.7894
c:53654,3,0.7895,0.2105
c:54105,3,0.4145,0.5855
c:54101,23,0.8759999999999999,0.124
c:17052,17,0.9211,0.0789
c:17052,17,0.6177,0.3823
c:54083,2,0.0386,0.9614
c:34311,10,0.8484,0.1516
c:54082,41,0.9216,0.0784
c:27791,47,0.5281,0.4719
c:54077,28,0.336,0.664
c:7031,60,0.7163,0.2837
c:7045,62,0.9292,0.0708
c:66197,29,0.8977,0.1023
c:58356,8,0.7688,0.2312
c:11828,89,0.3744,0.6256
c:19392,23,0.8688,0.1312
c:50670,10,0.8816,0.1184
c:60224,3,0.09300000000000001,0.907
c:48579,19,0.7267,0.2733
c:58618,2,0.4558,0.5442
c:9836,30,0.8223,0.1777
c:21360,28,0.4894,0.5106
c:29473,28,0.9644,0.0356
c:54552,23,0.9768,0.0232
c:54490,5,0.7682,0.2318
c:28820,34,0.1374,0.8626
c:22447,29,0.3996,0.6004
c:21272,23,0.0028,0.9972
c:42829,29,0.051,0.9490000000000001
c:54040,14,0.3815,0.6185
c:54187,114,0.1907,0.8093
c:34102,24,0.7895,0.2105
c:10444,27,0.0206,0.9794
c:53785,11,0.2808,0.7192
c:40083,13,0.2801,0.7199
c:50226,16,0.1851,0.8149
c:27787,53,0.9338,0.0662
c:42066,11,0.9406,0.0594
c:44178,22,0.1903,0.8097
c:44176,12,0.0285,0.9715
c:8626,76,0.9797,0.0203
c:54071,15,0.5839,0.4161
c:54070,14,0.6458,0.3542
c:34781805,7,0.877,0.12300000000000001
c:24689,202,0.3992,0.6008
c:2351,47,0.5481,0.4519
c:17723,63,0.2621,0.7379
c:54057,15,0.8596,0.1404
c:31908,32,0.9934,0.0066
c:11209,34,0.5548,0.4452
c:24466,37,0.2884,0.7116
c:41498,31,0.8695,0.1305
c:32417,21,0.3919,0.6081
c:30378,17,0.9182,0.0818
c:54049,19,0.8974,0.1026
c:54048,30,0.4267,0.5733
c:43176,86,0.7231,0.2769
c:54045,6,0.9548,0.0452
c:54044,63,0.7702,0.2298
c:54043,40,0.23600000000000002,0.764
c:47649,22,0.4603,0.5397
c:54040,14,0.7321,0.2679
c:54039,33,0.7716,0.2284
c:31635,12,0.9353,0.0647
c:54038,23,0.9418,0.0582
c:54034,39,0.9319,0.0681
c:11067,78,0.36200000000000004,0.638
c:34311,10,0.0165,0.9835
c:33344094,140,0.5435,0.4565
c:32307373,20,0.1039,0.8961
c:77790,17,0.1383,0.8617
c:12961432,124,0.5435,0.4565
c:81696,72,0.9978,0.0022
c:79830,6,0.1074,0.8926
c:79776,29,0.9221,0.0779
c:66105,23,0.9716,0.0284
c:59758,10,0.7442,0.2558
c:19392,23,0.33899999999999997,0.6609999999999999
c:19233,142,0.9763,0.0237
c:21412,19,0.8854,0.1146
c:54852,13,0.8842,0.1158
c:34772,20,0.9381,0.0619
c:54403,18,0.8128,0.1872
c:32927,164,0.5488,0.4512
c:28820,34,0.9723,0.0277
c:43980,21,0.9558,0.0442
c:2052,12,0.2453,0.7547
c:22190,33,0.8329,0.1671
c:29753,24,0.9102,0.0898
c:34311,10,0.0793,0.9207
c:27862,22,0.0769,0.9231
c:54031,20,0.8351,0.1649
c:54030,20,0.7043,0.2957
c:54028,6,0.8867,0.1133
c:12143,36,0.9654,0.0346
c:54023,2,0.389,0.611
c:54021,8,0.6129,0.3871
c:23438,32,0.025,0.975
c:24920,56,0.541,0.45899999999999996
c:54011,8,0.9614,0.0386
c:7748,22,0.8818,0.1182
c:54009,10,0.9486,0.0514
c:34439,7,0.5237,0.4763
c:54002,14,0.045,0.955
c:4782,79,0.0079,0.9921
c:33332,7,0.2862,0.7138
c:77128,70,0.7646,0.2354
c:28584,47,0.0672,0.9328
c:34311,10,0.6324,0.3676
c:53995,14,0.9219,0.0781
c:2666,54,0.9005,0.0995
c:40444,116,0.6963,0.3037
c:22529,137,0.3613,0.6387
c:53852,6,0.0634,0.9366
c:33552,15,0.5328,0.4672
c:28254,144,0.0378,0.9622
c:76311,43,0.6826,0.3174
c:54840,75,0.4953,0.5047
c:61702,27,0.9302,0.0698
c:9761,70,0.9117,0.0883
c:33159,32,0.8346,0.1654
c:54442,3,0.3919,0.6081
c:44421,47,0.9569,0.0431
c:45575,16,0.7341,0.2659
c:26982,13,0.009000000000000001,0.991
c:52948,5,0.151,0.8490000000000001
c:9166,43,0.8163,0.1837
c:1119,50,0.9608,0.0392
c:31908,32,0.4612,0.5388
c:53942,10,0.4589,0.5411
c:30646,18,0.8114,0.1886
c:54007,10,0.9922,0.0078
c:54006,38,0.0946,0.9054
c:34311,10,0.8422,0.1578
c:53299,24,0.5263,0.4737
c:53976,31,0.8391,0.1609
c:20521,99,0.3468,0.6532
c:44383,14,0.4261,0.5739
c:44383,14,0.3634,0.6366
c:44005,11,0.7437,0.2563
c:21531,30,0.7877,0.2123
c:53978,159,0.5571,0.4429
c:53976,31,0.3629,0.6371
c:17792,12,0.8268,0.1732
c:11828,89,0.8828,0.1172
c:53975,65,0.1272,0.8728
c:53974,28,0.9167,0.0833
c:53970,33,0.5106,0.4894
c:53969,6,0.8083,0.1917
c:23317,20,0.3968,0.6032
c:53968,6,0.9505,0.0495
c:13711,27,0.3598,0.6402
c:13693,33,0.3611,0.6389
c:45286,57,0.2374,0.7626
c:53964,38,0.9963,0.0037
c:34311,10,0.8966,0.1034
c:25503,29,0.0084,0.9916
c:28254,144,0.9908,0.0092
c:27862,22,0.2219,0.7781
c:75593,119,0.5543,0.4457
c:12679375,90,0.6526,0.3474
c:6228736,100,0.8929,0.1071
c:5479855,3,0.0607,0.9393
c:23645,22,0.9342,0.0658
c:70900,42,0.9624,0.0376
c:62014,158,0.9539,0.0461
c:27312,18,0.3662,0.6338
c:60037,57,0.0096,0.9904
c:23086,41,0.9032,0.0968
c:54344,5,0.424,0.5760000000000001
c:58461,10,0.0181,0.9819
c:2234,46,0.0627,0.9373
c:58233,27,0.9479,0.0521
c:55071,16,0.8683,0.1317
c:34967,10,0.9856,0.0144
c:44010,5,0.2188,0.7812
c:3906,60,0.0595,0.9405
c:31685,18,0.9932,0.0068
c:45105,6,0.8029,0.1971
c:23617,197,0.4326,0.5674
c:21455,22,0.0536,0.9464
c:21455,22,0.0456,0.9544
c:32875,24,0.0389,0.9611
c:29753,24,0.3715,0.6285
c:53838,15,0.8378,0.1622
c:44290,5,0.9844,0.0156
c:53961,28,0.1351,0.8649
c:53960,287,0.1988,0.8012
c:52436,90,0.1045,0.8955
c:35761,6,0.8559,0.1441
c:34891,7,0.9426,0.0574
c:28254,144,0.4848,0.5152
c:53954,22,0.6078,0.3922
c:32563,26,0.9705,0.0295
c:28084,26,0.8566,0.1434
c:16442,35,0.3141,0.6859
c:4323,81,0.011000000000000001,0.9890000000000001
c:17234,20,0.4501,0.5499
c:53939,123,0.4046,0.5954
c:53938,32,0.9822,0.0178
c:53937,21,0.456,0.544
c:53936,7,0.8904,0.1096
c:53935,15,0.4319,0.5681
c:4534,43,0.5959,0.4041
c:30380,27,0.4074,0.5926
c:2105,20,0.0858,0.9142
c:53933,25,0.7927,0.2073
c:5141,141,0.5686,0.4314
c:53327,5,0.1151,0.8849
c:21235,205,0.4152,0.5848
c:2666,54,0.0251,0.9749
c:1000,61,0.6475,0.3525
c:25503,29,0.0222,0.9778
c:35208,99,0.8304,0.1696
c:23474,33,0.1589,0.8411
c:33332,7,0.9693,0.0307
c:32815582,12,0.2212,0.7788
c:12899814,56,0.6947,0.3053
c:11248325,222,0.4308,0.5692
c:8033583,10,0.4569,0.5431
c:80339,17,0.2179,0.7821
c:80104,71,0.9151,0.0849
c:78883,30,0.4868,0.5132
c:77391,15,0.1906,0.8094
c:67509,51,0.6231,0.3769
c:65649,100,0.7875,0.2125
c:54602,27,0.7806,0.2194
c:29514,17,0.0317,0.9683
c:32711,265,0.0092,0.9908
c:20640,8,0.0761,0.9239
c:11750,63,0.3689,0.6311
c:54490,5,0.7054,0.2946
c:28820,34,0.9179,0.0821
c:54348,47,0.9017,0.0983
c:53993,4,0.9474,0.0526
c:18887,23,0.8436,0.1564
c:53713,13,0.5097,0.4903
c:20521,99,0.6284,0.3716
c:44383,14,0.0426,0.9574
c:45107,30,0.4639,0.5361
c:34311,10,0.0211,0.9789
c:53931,14,0.1728,0.8272
c:24689,202,0.5684,0.4316
c:2698,40,0.9534,0.0466
c:53927,133,0.9339,0.0661
c:23086,41,0.9292,0.0708
c:51978,8,0.9278,0.0722
c:5046,55,0.2009,0.7991
c:14,58,0.1587,0.8413
c:25583,16,0.0187,0.9813
c:53920,37,0.0816,0.9184
c:27421,19,0.9815,0.0185
c:53918,34,0.9169,0.0831
c:53917,18,0.9546,0.0454
c:4782,79,0.4884,0.5116
c:130,78,0.015,0.985
c:41689,10,0.0191,0.9809
c:53909,8,0.9803,0.0197
c:32021,26,0.9352,0.0648
c:53906,21,0.9312,0.0688
c:4646,95,0.3293,0.6707
c:1418,67,0.07200000000000001,0.9279999999999999
c:28096,57,0.0023,0.9977
c:130,78,0.0107,0.9893
c:33332,7,0.0174,0.9826
c:33334884,119,0.6809999999999999,0.319
c:33334862,122,0.8091,0.1909
c:33334830,47,0.5513,0.4487
c:33334797,196,0.4701,0.5299
c:30278,30,0.2362,0.7638
c:8636918,18,0.2164,0.7836
c:34781805,7,0.9724,0.0276
c:32560391,175,0.5513,0.4487
c:20661824,33,0.9581,0.0419
c:70878,12,0.8327,0.1673
c:33880,21,0.7768,0.2232
c:65712,4,0.9888,0.0112
c:66723,37,0.0894,0.9106
c:66074,21,0.8346,0.1654
c:63757,18,0.9440000000000001,0.055999999999999994
c:63191,63,0.2043,0.7957
c:35327,22,0.0065,0.9935
c:59758,10,0.2841,0.7159
c:60037,57,0.0179,0.9821
c:23086,41,0.83,0.17
c:54503,32,0.1945,0.8055
c:58315,0,0.1136,0.8864
c:53599,14,0.9408,0.0592
c:54348,47,0.9837,0.0163
c:9674,16,0.9644,0.0356
c:53082,2,0.9076,0.0924
c:44931,27,0.8267,0.1733
c:42368,26,0.812,0.188
c:20521,99,0.0272,0.9728
c:20521,99,0.0592,0.9408
c:20521,99,0.0619,0.9381
c:17052,17,0.9947,0.0053
c:17052,17,0.9671,0.0329
c:53597,28,0.4123,0.5877
c:53545,4,0.5854,0.4146
c:34311,10,0.1242,0.8758
c:53899,25,0.0102,0.9898
c:53896,31,0.7845,0.2155
c:53894,183,0.1426,0.8574
c:51355,127,0.3169,0.6831
c:1862,61,0.4116,0.5884
c:13226,118,0.7774,0.2226
c:5141,141,0.2363,0.7637
c:34781805,7,0.9708,0.0292
c:20460,22,0.8217,0.1783
c:53880,36,0.7189,0.2811
c:21343,24,0.4502,0.5498
c:26525,14,0.1949,0.8051
c:53874,8,0.986,0.013999999999999999
c:6873,70,0.0101,0.9899
c:8424,113,0.1872,0.8128
c:53862,24,0.5897,0.4103
c:33552,15,0.9017,0.0983
c:53858,19,0.8622,0.1378
c:53856,7,0.9638,0.0362
c:53855,15,0.1582,0.8418
c:53841,14,0.6592,0.3408
c:22766,23,0.0653,0.9347
c:3491,63,0.0735,0.9265
c:23450,28,0.9887,0.0113
c:9082,170,0.9157,0.0843
c:28841,87,0.7029,0.2971
c:22568,24,0.9423,0.0577
c:130,78,0.0048,0.9952
c:1511,72,0.9827,0.0173
c:33334706,77,0.5513,0.4487
c:3834,73,0.8009,0.1991
c:3835,63,0.8009,0.1991
c:82880,0,0.3006,0.6994
c:21001,40,0.986,0.013999999999999999
c:32369637,4,0.2134,0.7866
c:23792128,243,0.1919,0.8081
c:23673195,107,0.5513,0.4487
c:553427,122,0.1547,0.8453
c:8666231,15,0.9578,0.0422
c:80927,55,0.3254,0.6746
c:79304,27,0.8643,0.1357
c:42598,19,0.218,0.782
c:77230,3,0.8927,0.1073
c:75723,139,0.3052,0.6948
c:66856,5,0.9765,0.0235
c:66557,6,0.8627,0.1373
c:65814,49,0.6739,0.3261
c:63742,29,0.6043,0.3957
c:23086,41,0.2004,0.7996
c:58572,2,0.9954,0.0046
c:26123,77,0.8728,0.1272
c:24217,30,0.9078,0.0922
c:44421,47,0.6588,0.3412
c:54833,7,0.8719,0.1281
c:3356,107,0.8972,0.1028
c:11750,63,0.9408,0.0592
c:11750,63,0.4108,0.5892
c:54252,14,0.5827,0.4173
c:54252,14,0.3253,0.6747
c:20574,16,0.9335,0.0665
c:22190,33,0.711,0.289
c:6137,19,0.677,0.32299999999999995
c:53713,13,0.1767,0.8233
c:53897,106,0.9873,0.0127
c:53895,164,0.8769,0.1231
c:53891,139,0.7353,0.2647
c:21711,84,0.9078,0.0922
c:2052,12,0.9349,0.0651
c:53865,10,0.8081,0.1919
c:53860,6,0.9275,0.0725
c:53857,100,0.7149,0.2851
c:2666,54,0.0835,0.9165
c:2666,54,0.2063,0.7937
c:8424,113,0.0618,0.9382
c:53832,254,0.4063,0.5937
c:34891,7,0.10300000000000001,0.897
c:8455,35,0.9828,0.0172
c:8615,47,0.9646,0.0354
c:16181,283,0.23800000000000002,0.762
c:39844,21,0.8651,0.1349
c:53848,76,0.725,0.275
c:53846,58,0.0176,0.9824
c:28114,35,0.0129,0.9871
c:53841,14,0.8069,0.1931
c:563,141,0.4019,0.5981
c:39456,54,0.7709999999999999,0.22899999999999998
c:53837,84,0.9719,0.0281
c:15281,30,0.8562,0.1438
c:8455,35,0.8043,0.1957
c:26549,31,0.9338,0.0662
c:53833,6,0.2739,0.7261
c:9141,42,0.0226,0.9774
c:9082,170,0.8066,0.1934
c:34311,10,0.6576,0.3424
c:53828,57,0.9151,0.0849
c:53826,15,0.9859,0.0141
c:29117,49,0.3572,0.6428
c:52021,77,0.09300000000000001,0.907
c:53825,12,0.4849,0.5151
c:13226,118,0.9677,0.0323
c:14268,28,0.8971,0.1029
c:53821,34,0.9939,0.0061
c:53815,93,0.3005,0.6995
c:53813,12,0.9816,0.0184
c:42652,7,0.55,0.45
c:29877,16,0.1877,0.8123
c:53811,6,0.9962,0.0038
c:28254,144,0.182,0.818
c:80172,11,0.9868,0.0132
c:77151,6,0.8527,0.1473
c:74329,181,0.8393,0.1607
c:59891,4,0.7916,0.2084
c:53648,10,0.9470000000000001,0.053
c:53832,254,0.5656,0.4344
c:34311,10,0.8318,0.1682
c:53832,254,0.0133,0.9867
c:53449,8,0.7889,0.2111
c:4782,79,0.0042,0.9958
c:2159,71,0.4803,0.5197
c:20502,19,0.9766,0.0234
c:4629,46,0.0154,0.9846
c:2159,71,0.3331,0.6669
c:16181,283,0.0268,0.9732
c:11783,29,0.3925,0.6075
c:7172,97,0.1104,0.8896
c:35208,99,0.5588,0.4412
c:53804,5,0.9577,0.0423
c:53803,14,0.5554,0.4446
c:26358,131,0.7178,0.2822
c:3491,63,0.5656,0.4344
c:23750,53,0.8941,0.1059
c:44083,12,0.9177,0.0823
c:77806,5,0.722,0.278
c:11828,89,0.2361,0.7639
c:18752,63,0.1211,0.8789
c:53819,17,0.0539,0.9461
c:53190,22,0.0835,0.9165
c:53805,10,0.2388,0.7612
c:53805,10,0.8036,0.1964
c:53804,5,0.7081,0.2919
c:28254,144,0.0286,0.9714
c:17536,20,0.888,0.11199999999999999
c:1606,80,0.9866,0.0134
c:35985,22,0.4743,0.5257
c:17922,6,0.6148,0.3852
c:22985,22,0.1197,0.8803
c:46619,163,0.0147,0.9853
c:1252,57,0.0275,0.9725
c:3491,63,0.9285,0.0715
c:72804,108,0.5513,0.4487
c:53432,38,0.6426,0.3574
c:23986374,194,0.2345,0.7655
c:56023,37,0.9828,0.0172
c:14309782,104,0.6867,0.3133
c:13393616,104,0.3287,0.6713
c:77477,23,0.574,0.426
c:75637,63,0.9979,0.0021
c:25057,52,0.7198,0.2802
c:63383,18,0.7706,0.2294
c:63318,79,0.634,0.366
c:62818,22,0.1979,0.8021
c:25684,96,0.6421,0.3579
c:25713,53,0.4923,0.5077
c:58572,2,0.9973,0.0027
c:1044,47,0.8941,0.1059
c:6965,43,0.9946,0.0054
c:21402,21,0.9854,0.0146
c:20647,29,0.2398,0.7602
c:58082,168,0.7738,0.2262
c:54897,7,0.9325,0.0675
c:53775,10,0.4404,0.5596
c:54917,30,0.0498,0.9502
c:18887,23,0.2219,0.7781
c:9674,16,0.9906,0.0094
c:34439,7,0.9829,0.0171
c:43110,23,0.9664,0.0336
c:43712,14,0.0367,0.9633
c:43712,14,0.4838,0.5162
c:53545,4,0.3975,0.6025
c:53713,13,0.8540000000000001,0.146
c:34058,10,0.8370000000000001,0.163
c:24081,15,0.8406,0.1594
c:34565,12,0.5927,0.4073
c:53747,11,0.6475,0.3525
c:3491,63,0.8046,0.1954
c:29665,22,0.0334,0.9666
c:53785,11,0.6034,0.3966
c:53784,30,0.7778,0.2222
c:51627,10,0.0818,0.9182
c:53783,21,0.2517,0.7483
c:53782,18,0.7915,0.2085
c:3914,89,0.4299,0.5701
c:33941,20,0.3648,0.6352
c:53772,11,0.8672,0.1328
c:34311,10,0.4522,0.5478
c:45130,30,0.8185,0.1815
c:53764,10,0.9141,0.0859
c:26413,18,0.0317,0.9683
c:18710,23,0.16399999999999998,0.836
c:29665,22,0.4606,0.5394
c:26413,18,0.5549,0.4451
c:29665,22,0.5011,0.4989
c:32394,18,0.0429,0.9571
c:43209,14,0.8534,0.1466
c:22058,19,0.5314,0.4686
c:24058893,197,0.4512,0.5488
c:80600,15,0.9918,0.0082
c:12397990,73,0.5513,0.4487
c:10920527,8,0.3104,0.6896
c:79907,84,0.0418,0.9582
c:5864,93,0.9759,0.0241
c:66680,7,0.5814,0.4186
c:66356,18,0.9968,0.0032
c:63570,11,0.7724,0.2276
c:63477,77,0.9640000000000001,0.036000000000000004
c:35327,22,0.8076,0.1924
c:60276,8,0.9715,0.0285
c:60243,3,0.8249,0.1751
c:59445,29,0.7843,0.2157
c:58943,87,0.0914,0.9086
c:44507,4,0.7478,0.2522
c:34258,46,0.4879,0.5121
c:10946,32,0.4895,0.5105
c:293,124,0.0144,0.9856
c:2234,46,0.9582,0.0418
c:20647,29,0.4784,0.5216
c:48117,15,0.8875,0.1125
c:53599,14,0.506,0.494
c:1909,109,0.6645,0.3355
c:18887,23,0.915,0.085
c:31315,67,0.7128,0.2872
c:32230,142,0.8695,0.1305
c:51627,10,0.9137,0.0863
c:53747,11,0.8084,0.1916
c:860,46,0.7644,0.2356
c:19911,20,0.6853,0.3147
c:19035,22,0.0094,0.9906
c:33758,14,0.0135,0.9865
c:666,42,0.1836,0.8164
c:24689,202,0.1299,0.8701
c:5059,131,0.0121,0.9879
c:27142,40,0.6561,0.3439
c:8676,154,0.3975,0.6025
c:4782,79,0.3558,0.6442
c:21235,205,0.0561,0.9439
c:21235,205,0.7643,0.2357
c:21235,205,0.0821,0.9179
c:21235,205,0.3969,0.6031
c:3400,146,0.1413,0.8587
c:21235,205,0.0351,0.9649
c:28841,87,0.217,0.7829999999999999
c:43551,83,0.8291,0.1709
c:28254,144,0.0121,0.9879
c:1862,61,0.0225,0.9775
c:3151,68,0.9494,0.0506
c:31425,21,0.2591,0.7409
c:3009,98,0.9114,0.0886
c:34311,10,0.0358,0.9642
c:53754,166,0.2919,0.7081
c:53753,10,0.6806,0.3194
c:53747,11,0.4596,0.5404
c:53747,11,0.32299999999999995,0.677
c:18710,23,0.7447,0.2553
c:53744,38,0.0988,0.9012
c:52957,11,0.9043,0.0957
c:4350,43,0.9378,0.0622
c:53741,16,0.78,0.22
c:1613,116,0.4775,0.5225
c:23393,20,0.7664,0.2336
c:860,46,0.5898,0.4102
c:18252,23,0.3266,0.6734
c:30244,68,0.6426,0.3574
c:2052,12,0.8527,0.1473
c:12968,82,0.0869,0.9131
c:33034,26,0.6942,0.3058
c:33334628,55,0.5513,0.4487
c:33334424,251,0.517,0.483
c:23914726,81,0.5513,0.4487
c:16589,29,0.4572,0.5428
c:23914726,81,0.1711,0.8289
c:58140,22,0.4367,0.5633
c:13113026,163,0.5513,0.4487
c:11230435,193,0.6612,0.3388
c:77658,30,0.307,0.693
c:79971,153,0.5513,0.4487
c:64573,35,0.5157,0.4843
c:27312,18,0.7702,0.2298
c:472,86,0.9792,0.0208
c:34461,10,0.1381,0.8619
c:2234,46,0.3062,0.6938
c:32711,265,0.039,0.961
c:28820,34,0.2894,0.7106
c:27223,18,0.6821,0.3179
c:27223,18,0.8516,0.1484
c:31908,32,0.3637,0.6363
c:21455,22,0.2151,0.7849
c:45107,30,0.1198,0.8802
c:43712,14,0.9822,0.0178
c:43712,14,0.9155,0.0845
c:30295,15,0.16,0.84
c:6348,178,0.0223,0.9777
c:6348,178,0.7513,0.2487
c:4167,41,0.7766,0.2234
c:47209,48,0.6802,0.3198
c:7767,82,0.7798,0.2202
c:32230,142,0.7078,0.2922
c:32230,142,0.8596,0.1404
c:21235,205,0.0642,0.9358
c:21235,205,0.4703,0.5297
c:21235,205,0.6275,0.3725
c:52083,80,0.7871,0.2129
c:30724,15,0.6525,0.3475
c:34311,10,0.361,0.639
c:15657,10,0.3827,0.6173
c:3698,80,0.0835,0.9165
c:14022,26,0.7254,0.2746
c:3459,79,0.2879,0.7121
c:34891,7,0.9983,0.0017
c:7767,82,0.9664,0.0336
c:53722,5,0.4706,0.5294
c:53720,22,0.7789,0.2211
c:8510,47,0.893,0.107
c:53713,13,0.6492,0.3508
c:25935,18,0.3125,0.6875
c:26448,25,0.4093,0.5907
c:24934,29,0.7441,0.2559
c:4167,41,0.2637,0.7363
c:1213,48,0.9301,0.0699
c:27142,40,0.2037,0.7963
c:24689,202,0.8936,0.1064
c:33334228,12,0.5706,0.4294
c:63981,116,0.0982,0.9018
c:32365355,84,0.5176,0.4824
c:23416128,73,0.4512,0.5488
c:14431997,140,0.6682,0.3318
c:29143,15,0.0275,0.9725
c:77559,3,0.9877,0.0123
c:77551,15,0.8774,0.1226
c:38838,12,0.5706,0.4294
c:9548,110,0.6105,0.3895
c:27628,19,0.9826,0.0174
c:58461,10,0.7481,0.2519
c:37653,119,0.7227,0.2773
c:58055,28,0.7701,0.2299
c:39639,25,0.0194,0.9806
c:45264,6,0.0831,0.9169
c:32384,22,0.9864,0.0136
c:28820,34,0.7158,0.2842
c:23617,197,0.0843,0.9157
c:43712,14,0.1997,0.8003
c:43712,14,0.6455,0.3545
c:43712,14,0.0792,0.9208
c:43712,14,0.963,0.037000000000000005
c:29143,15,0.0679,0.9321
c:16589,29,0.909,0.091
c:53719,32,0.7866,0.2134
c:35998,26,0.9667,0.0333
c:28028,64,0.1082,0.8918
c:31908,32,0.2947,0.7053
c:24350,75,0.7858,0.2142
c:8235,46,0.5811,0.4189
c:53681,30,0.2797,0.7203
c:53680,17,0.9171,0.0829
c:53678,15,0.077,0.9229999999999999
c:10255,134,0.4689,0.5311
c:36836,18,0.6405,0.3595
c:15657,10,0.7004,0.2996
c:32230,142,0.4532,0.5468
c:17468,26,0.3906,0.6094
c:53669,10,0.9262,0.0738
c:53665,16,0.9613,0.0387
c:33223,13,0.9341,0.0659
c:53662,105,0.5067,0.4933
c:53255,22,0.9598,0.0402
c:53647,77,0.8405,0.1595
c:1909,109,0.7234,0.2766
c:34051823,36,0.3862,0.6138
c:33941656,136,0.871,0.129
c:11644361,228,0.3657,0.6343
c:14209186,125,0.5513,0.4487
c:13502947,79,0.5513,0.4487
c:61251,52,0.9013,0.0987
c:77393,12,0.1247,0.8753
c:75311,79,0.431,0.569
c:66903,15,0.1296,0.8704
c:63184,38,0.6409999999999999,0.359
c:23450,28,0.774,0.226
c:53629,4,0.8274,0.1726
c:53629,4,0.76,0.24
c:48579,19,0.6187,0.3813
c:51953,30,0.5832,0.4168
c:24999,20,0.1493,0.8507
c:13446,30,0.6794,0.3206
c:54454,13,0.9818,0.0182
c:27223,18,0.1931,0.8069
c:43712,14,0.0902,0.9098
c:8170,142,0.4693,0.5307
c:9582,31,0.5964,0.4036
c:53449,8,0.9814,0.0186
c:53713,13,0.8846,0.1154
c:53579,9,0.9745,0.0255
c:53597,28,0.3029,0.6971
c:22529,137,0.3729,0.6271
c:33576,6,0.9215,0.0785
c:21157416,11,0.8046,0.1954
c:74032,15,0.3924,0.6076
c:67022,14,0.62,0.38
c:13004,7,0.0075,0.9925
c:53838,15,0.873,0.127
c:34311,10,0.0166,0.9834
c:29877,16,0.0498,0.9502
c:28254,144,0.0153,0.9847
c:16760,27,0.0304,0.9696
c:3698,80,0.5086,0.4914
c:18092,25,0.6464,0.3536
c:34891,7,0.1307,0.8693
c:21169135,18,0.0754,0.9246
c:11201063,14,0.8383,0.1617
c:59713,49,0.1956,0.8044
c:1119,50,0.7759999999999999,0.22399999999999998
c:33552,15,0.1407,0.8593
c:81296,77,0.1674,0.8326
c:24618,8,0.3389,0.6611
c:19459,20,0.4342,0.5658
c:18092,25,0.0036,0.9964
c:2524,63,0.0585,0.9415
c:843,64,0.5271,0.4729
c:32230,142,0.2179,0.7821
c:28254,144,0.0065,0.9935
c:19936,46,0.3597,0.6403
c:18092,25,0.7669,0.2331
c:33165,42,0.8925,0.1075
c:843,64,0.3871,0.6129
c:8676,154,0.9555,0.0445
c:30181,17,0.9866,0.0134
c:61844,65,0.626,0.374
c:33687959,20,0.2259,0.7741
c:21390,40,0.2825,0.7175
c:32320359,173,0.0829,0.9171
c:22461984,38,0.6682,0.3318
c:24904,3,0.9808,0.0192
c:78101,23,0.9837,0.0163
c:77207,20,0.7636,0.2364
c:67382,84,0.5428,0.4572
c:49569,25,0.9082,0.0918
c:26695,17,0.7001,0.2999
c:27505,172,0.7918,0.2082
c:24999,20,0.094,0.9059999999999999
c:21268,30,0.9936,0.0064
c:20717,10,0.084,0.9159999999999999
c:54454,13,0.9328,0.0672
c:53993,4,0.8945,0.1055
c:18887,23,0.9923,0.0077
c:53956,10,0.4209,0.5791
c:19911,20,0.8642,0.1358
c:53713,13,0.3565,0.6435
c:24350,75,0.9443,0.0557
c:25435,23,0.9941,0.0059
c:34147,56,0.7759,0.2241
c:16302,23,0.7709,0.2291
c:53360,10,0.7165,0.2835
c:29222,25,0.1555,0.8445
c:26236,4,0.9753,0.0247
c:53594,6,0.7829999999999999,0.217
c:53593,82,0.6914,0.3086
c:53592,19,0.2781,0.7219
c:53580,18,0.4355,0.5645
c:53578,36,0.9574,0.0426
c:53588,57,0.2576,0.7424
c:31875,16,0.9722,0.0278
c:44549,66,0.9878,0.0122
c:19936,46,0.2781,0.7219
c:17052,17,0.9579,0.0421
c:17052,17,0.0056,0.9944
c:53576,16,0.9869,0.0131
c:33817,70,0.3389,0.6611
c:17646,28,0.9589,0.0411
c:130,78,0.1054,0.8946
c:37482,202,0.6025,0.3975
c:53346,15,0.9811,0.0189
c:38237,10,0.5383,0.4617
c:28254,144,0.0326,0.9674
